id,avg_relation,avg_number_of_tokens_per_element,avg_number_of_key_elements,avg,std,median,mode,min,max,labeled_tokens
dev_ws_hmm_1_non_hard_matches-PARTIAL_CORRECT-DE,0.3828385698476267,5.153333333333333,0.8670520231213873,0.35088515660463004,0.4772470675438188,0.0,0,0,1,773
dev_ws_hmm_1_non_hard_matches-INCORRECT-DE,0.11301198801198803,2.2941176470588234,0.3269230769230769,0.08628318584070796,0.2807817616617679,0.0,0,0,1,39
dev_ws_hmm_1_non_hard_matches-CORRECT-EN,0.4077866621623494,16.488536155202823,1.9220338983050846,0.36626836434867777,0.4817840279897436,0.0,0,0,1,9349
dev_ws_hmm_1_non_hard_matches-PARTIAL_CORRECT-EN,0.3286453817073754,14.20446096654275,1.6503067484662577,0.27016898819203844,0.4440469637451974,0.0,0,0,1,3821
dev_ws_hmm_1_non_hard_matches-INCORRECT-EN,0.25574977652909286,12.878787878787879,1.0,0.24795799299883314,0.4318273112099601,0.0,0,0,1,425
dev_ws_hmm_1_non_hard_matches-CORRECT-COMBINED,0.3897947414418558,13.847769028871392,1.5362903225806452,0.35787688655248434,0.4793756571040968,0.0,0,0,1,10552
dev_ws_hmm_1_non_hard_matches-PARTIAL_CORRECT-COMBINED,0.3565484220295881,10.964200477326969,1.2470238095238095,0.28104735103389206,0.4495105532807037,0.0,0,0,1,4594
dev_ws_hmm_1_non_hard_matches-INCORRECT-COMBINED,0.16842783531862873,9.28,0.5882352941176471,0.21421975992613113,0.4102799707313554,0.0,0,0,1,464
dev_ws_lfs_max_non_hard_matches-CORRECT-DE,1.0,19.70149253731343,1.0,1.0,0.0,1.0,1,1,1,3960
dev_ws_lfs_max_non_hard_matches-PARTIAL_CORRECT-DE,1.0,12.734104046242775,1.0,1.0,0.0,1.0,1,1,1,2203
dev_ws_lfs_max_non_hard_matches-INCORRECT-DE,1.0,8.692307692307692,1.0,1.0,0.0,1.0,1,1,1,452
dev_ws_lfs_max_non_hard_matches-CORRECT-EN,1.0,86.52542372881356,1.0,1.0,0.0,1.0,1,1,1,25525
dev_ws_lfs_max_non_hard_matches-PARTIAL_CORRECT-EN,1.0,86.76687116564418,1.0,1.0,0.0,1.0,1,1,1,14143
dev_ws_lfs_max_non_hard_matches-INCORRECT-EN,1.0,51.93939393939394,1.0,1.0,0.0,1.0,1,1,1,1714
dev_ws_lfs_max_non_hard_matches-CORRECT-COMBINED,1.0,59.44556451612903,1.0,1.0,0.0,1.0,1,1,1,29485
dev_ws_lfs_max_non_hard_matches-PARTIAL_CORRECT-COMBINED,1.0,48.648809523809526,1.0,1.0,0.0,1.0,1,1,1,16346
dev_ws_lfs_max_non_hard_matches-INCORRECT-COMBINED,1.0,25.48235294117647,1.0,1.0,0.0,1.0,1,1,1,2166
dev_ws_lfs_average_nonzero_non_hard_matches-CORRECT-DE,0.049889090144062474,3.0681818181818183,0.21890547263681592,0.03409090909090909,0.181462720712174,0.0,0,0,1,135
dev_ws_lfs_average_nonzero_non_hard_matches-PARTIAL_CORRECT-DE,0.07257823912392752,4.0,0.15028901734104047,0.047208352246935995,0.21208423733287018,0.0,0,0,1,104
dev_ws_lfs_average_nonzero_non_hard_matches-INCORRECT-DE,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_ws_lfs_average_nonzero_non_hard_matches-CORRECT-EN,0.04874462949346647,6.509933774834437,0.511864406779661,0.03851126346718903,0.19242698889020163,0.0,0,0,1,983
dev_ws_lfs_average_nonzero_non_hard_matches-PARTIAL_CORRECT-EN,0.03271731264128796,5.326530612244898,0.3006134969325153,0.018454359046878314,0.13458750194222052,0.0,0,0,1,261
dev_ws_lfs_average_nonzero_non_hard_matches-INCORRECT-EN,0.007057759608842095,2.6666666666666665,0.18181818181818182,0.009334889148191364,0.09616521716703157,0.0,0,0,1,16
dev_ws_lfs_average_nonzero_non_hard_matches-CORRECT-COMBINED,0.049208412942599124,5.733333333333333,0.39314516129032256,0.03791758521282008,0.19099696841690603,0.0,0,0,1,1118
dev_ws_lfs_average_nonzero_non_hard_matches-PARTIAL_CORRECT-COMBINED,0.053240944431456536,4.866666666666666,0.22321428571428573,0.02232962192585342,0.14775320609212464,0.0,0,0,1,365
dev_ws_lfs_average_nonzero_non_hard_matches-INCORRECT-COMBINED,0.0027400713775504603,2.6666666666666665,0.07058823529411765,0.007386888273314866,0.08562897964446632,0.0,0,0,1,16
dev_ws_lfs_sum_non_hard_matches-CORRECT-DE,0.3151400830090214,8.445121951219512,0.8159203980099502,0.34974747474747475,0.4768901117188731,0.0,0,0,1,1385
dev_ws_lfs_sum_non_hard_matches-PARTIAL_CORRECT-DE,0.3019230369236879,6.6016260162601625,0.7109826589595376,0.36858828869723104,0.48242197517575597,0.0,0,0,1,812
dev_ws_lfs_sum_non_hard_matches-INCORRECT-DE,0.13619329388560159,6.5,0.2692307692307692,0.2013274336283186,0.40099214218853907,0.0,0,0,1,91
dev_ws_lfs_sum_non_hard_matches-CORRECT-EN,0.4323092323910035,21.148820326678766,1.8677966101694916,0.4565328109696376,0.4981070201049156,0.0,0,0,1,11653
dev_ws_lfs_sum_non_hard_matches-PARTIAL_CORRECT-EN,0.45978823390278295,17.868217054263567,2.374233128834356,0.48893445520752316,0.499877538721681,0.0,0,0,1,6915
dev_ws_lfs_sum_non_hard_matches-INCORRECT-EN,0.506385451265111,19.53061224489796,1.4848484848484849,0.558343057176196,0.496584421502865,1.0,1,0,1,957
dev_ws_lfs_sum_non_hard_matches-CORRECT-COMBINED,0.3848273795164503,18.234965034965036,1.4415322580645162,0.4421909445480753,0.4966468696244408,0.0,0,0,1,13038
dev_ws_lfs_sum_non_hard_matches-PARTIAL_CORRECT-COMBINED,0.37850645093437985,15.150980392156862,1.5178571428571428,0.4727150373179983,0.49925497575030914,0.0,0,0,1,7727
dev_ws_lfs_sum_non_hard_matches-INCORRECT-COMBINED,0.2799149549858817,16.634920634920636,0.7411764705882353,0.4838411819021237,0.4997388243849778,0.0,0,0,1,1048
dev_ws_lfs_average_nonzero_all_lfs-CORRECT-DE,0.2091986783296594,3.6831683168316833,1.0049751243781095,0.18787878787878787,0.39061534652901864,0.0,0,0,1,744
dev_ws_lfs_average_nonzero_all_lfs-PARTIAL_CORRECT-DE,0.2516330797836645,3.8278688524590163,0.7052023121387283,0.21198365864729915,0.40871333121615266,0.0,0,0,1,467
dev_ws_lfs_average_nonzero_all_lfs-INCORRECT-DE,0.2013760811837735,2.9583333333333335,0.46153846153846156,0.1570796460176991,0.36387584534378403,0.0,0,0,1,71
dev_ws_lfs_average_nonzero_all_lfs-CORRECT-EN,0.14394820313852102,4.942050520059436,2.2813559322033896,0.13030362389813907,0.33663717782970937,0.0,0,0,1,3326
dev_ws_lfs_average_nonzero_all_lfs-PARTIAL_CORRECT-EN,0.11525726248631078,3.8819875776397517,1.9754601226993864,0.08838294562681186,0.2838510182281189,0.0,0,0,1,1250
dev_ws_lfs_average_nonzero_all_lfs-INCORRECT-EN,0.060800839863847995,2.5555555555555554,0.8181818181818182,0.040256709451575265,0.1965606949410454,0.0,0,0,1,69
dev_ws_lfs_average_nonzero_all_lfs-CORRECT-COMBINED,0.17039043199622025,4.651428571428571,1.7641129032258065,0.13803628963879938,0.3449380703569162,0.0,0,0,1,4070
dev_ws_lfs_average_nonzero_all_lfs-PARTIAL_CORRECT-COMBINED,0.185474573178103,3.8671171171171173,1.3214285714285714,0.10504098862106938,0.30660622846018265,0.0,0,0,1,1717
dev_ws_lfs_average_nonzero_all_lfs-INCORRECT-COMBINED,0.146799811024273,2.7450980392156863,0.6,0.06463527239150507,0.24588117852812774,0.0,0,0,1,140
dev_ws_hmm_2_all_lfs-CORRECT-DE,0.23296955939037153,5.2243589743589745,0.7761194029850746,0.2058080808080808,0.4042908788016065,0.0,0,0,1,815
dev_ws_hmm_2_all_lfs-PARTIAL_CORRECT-DE,0.3145729125422802,4.875968992248062,0.7456647398843931,0.2855197458011802,0.45166162174664526,0.0,0,0,1,629
dev_ws_hmm_2_all_lfs-INCORRECT-DE,0.1066017316017316,2.176470588235294,0.3269230769230769,0.08185840707964602,0.2741488797533723,0.0,0,0,1,37
dev_ws_hmm_2_all_lfs-CORRECT-EN,0.4203813638192342,23.467105263157894,1.5457627118644068,0.4192360430950049,0.4934340718526114,0.0,0,0,1,10701
dev_ws_hmm_2_all_lfs-PARTIAL_CORRECT-EN,0.37990546390585506,28.352040816326532,1.2024539877300613,0.39291522307855475,0.4883982499474013,0.0,0,0,1,5557
dev_ws_hmm_2_all_lfs-INCORRECT-EN,0.19277822759555574,11.777777777777779,0.8181818181818182,0.1855309218203034,0.38872766671387293,0.0,0,0,1,318
dev_ws_hmm_2_all_lfs-CORRECT-COMBINED,0.3444342414599572,18.81699346405229,1.2338709677419355,0.3905714770222147,0.48787846679157737,0.0,0,0,1,11516
dev_ws_hmm_2_all_lfs-PARTIAL_CORRECT-COMBINED,0.34626697763830017,19.033846153846152,0.9672619047619048,0.3784412088584363,0.48499841267389904,0.0,0,0,1,6186
dev_ws_hmm_2_all_lfs-INCORRECT-COMBINED,0.14005848886992217,8.068181818181818,0.5176470588235295,0.16389658356417358,0.3701817033028043,0.0,0,0,1,355
dev_ws_hmm_0_non_hard_matches-CORRECT-DE,0.5242013443844494,6.867521367521367,1.164179104477612,0.4058080808080808,0.4910477393888937,0.0,0,0,1,1607
dev_ws_hmm_0_non_hard_matches-PARTIAL_CORRECT-DE,0.5940573930588217,5.933333333333334,1.1271676300578035,0.525192918747163,0.4993649135101493,1.0,1,0,1,1157
dev_ws_hmm_0_non_hard_matches-INCORRECT-DE,0.6030709674940445,6.0476190476190474,0.8076923076923077,0.5619469026548672,0.49614774135479894,1.0,1,0,1,254
dev_ws_hmm_0_non_hard_matches-CORRECT-EN,0.5109312716792925,14.414758269720101,2.664406779661017,0.44387855044074437,0.4968403998261091,0.0,0,0,1,11330
dev_ws_hmm_0_non_hard_matches-PARTIAL_CORRECT-EN,0.48049839148034906,13.215246636771301,2.736196319018405,0.41674326521954325,0.4930195899897859,0.0,0,0,1,5894
dev_ws_hmm_0_non_hard_matches-INCORRECT-EN,0.3387867644735138,11.3125,1.4545454545454546,0.31680280046674447,0.465229820715711,0.0,0,0,1,543
dev_ws_hmm_0_non_hard_matches-CORRECT-COMBINED,0.5163088616263419,12.683333333333334,2.056451612903226,0.43876547396981513,0.496236166378327,0.0,0,0,1,12937
dev_ws_hmm_0_non_hard_matches-PARTIAL_CORRECT-COMBINED,0.5389677583645031,11.0,1.9077380952380953,0.4313593539703903,0.49526605144370417,0.0,0,0,1,7051
dev_ws_hmm_0_non_hard_matches-INCORRECT-COMBINED,0.5004665122037207,8.855555555555556,1.0588235294117647,0.36795937211449675,0.4822502178201707,0.0,0,0,1,797
dev_ws_lfs_sum_all_lfs-CORRECT-DE,0.3675873313288146,3.9583333333333335,1.791044776119403,0.35984848484848486,0.4799557821307444,0.0,0,0,1,1425
dev_ws_lfs_sum_all_lfs-PARTIAL_CORRECT-DE,0.3923084714715265,3.5204918032786887,1.4104046242774566,0.3899228325011348,0.4877325262840554,0.0,0,0,1,859
dev_ws_lfs_sum_all_lfs-INCORRECT-DE,0.35482119376350146,3.018181818181818,1.0576923076923077,0.3672566371681416,0.48205725761997364,0.0,0,0,1,166
dev_ws_lfs_sum_all_lfs-CORRECT-EN,0.38592719689604393,6.762035763411279,4.928813559322034,0.3851909892262488,0.48664041246607614,0.0,0,0,1,9832
dev_ws_lfs_sum_all_lfs-PARTIAL_CORRECT-EN,0.376469717025377,7.598630136986301,4.478527607361963,0.39220815951354027,0.4882426846605504,0.0,0,0,1,5547
dev_ws_lfs_sum_all_lfs-INCORRECT-EN,0.3802751228752553,5.355371900826446,3.6666666666666665,0.3780630105017503,0.4849034652300432,0.0,0,0,1,648
dev_ws_lfs_sum_all_lfs-CORRECT-COMBINED,0.37849511427706595,6.205622932745314,3.657258064516129,0.38178734949974563,0.4858248339285516,0.0,0,0,1,11257
dev_ws_lfs_sum_all_lfs-PARTIAL_CORRECT-COMBINED,0.38462478999913846,6.577002053388091,2.8988095238095237,0.39190015906032055,0.48817458392343205,0.0,0,0,1,6406
dev_ws_lfs_sum_all_lfs-INCORRECT-COMBINED,0.364703307418653,4.625,2.070588235294118,0.37580794090489383,0.4843308089082478,0.0,0,0,1,814
dev_ws_hmm_2_non_hard_matches-CORRECT-DE,0.23296955939037153,5.2243589743589745,0.7761194029850746,0.2058080808080808,0.4042908788016065,0.0,0,0,1,815
dev_ws_hmm_2_non_hard_matches-PARTIAL_CORRECT-DE,0.3145729125422802,4.875968992248062,0.7456647398843931,0.2855197458011802,0.45166162174664526,0.0,0,0,1,629
dev_ws_hmm_2_non_hard_matches-INCORRECT-DE,0.1066017316017316,2.176470588235294,0.3269230769230769,0.08185840707964602,0.2741488797533723,0.0,0,0,1,37
dev_ws_hmm_2_non_hard_matches-CORRECT-EN,0.4203813638192342,23.467105263157894,1.5457627118644068,0.4192360430950049,0.4934340718526114,0.0,0,0,1,10701
dev_ws_hmm_2_non_hard_matches-PARTIAL_CORRECT-EN,0.37990546390585506,28.352040816326532,1.2024539877300613,0.39291522307855475,0.4883982499474013,0.0,0,0,1,5557
dev_ws_hmm_2_non_hard_matches-INCORRECT-EN,0.19277822759555574,11.777777777777779,0.8181818181818182,0.1855309218203034,0.38872766671387293,0.0,0,0,1,318
dev_ws_hmm_2_non_hard_matches-CORRECT-COMBINED,0.3444342414599572,18.81699346405229,1.2338709677419355,0.3905714770222147,0.48787846679157737,0.0,0,0,1,11516
dev_ws_hmm_2_non_hard_matches-PARTIAL_CORRECT-COMBINED,0.34626697763830017,19.033846153846152,0.9672619047619048,0.3784412088584363,0.48499841267389904,0.0,0,0,1,6186
dev_ws_hmm_2_non_hard_matches-INCORRECT-COMBINED,0.14005848886992217,8.068181818181818,0.5176470588235295,0.16389658356417358,0.3701817033028043,0.0,0,0,1,355
dev_ws_lfs_max_all_lfs-CORRECT-DE,1.0,19.70149253731343,1.0,1.0,0.0,1.0,1,1,1,3960
dev_ws_lfs_max_all_lfs-PARTIAL_CORRECT-DE,1.0,12.734104046242775,1.0,1.0,0.0,1.0,1,1,1,2203
dev_ws_lfs_max_all_lfs-INCORRECT-DE,1.0,8.692307692307692,1.0,1.0,0.0,1.0,1,1,1,452
dev_ws_lfs_max_all_lfs-CORRECT-EN,1.0,86.52542372881356,1.0,1.0,0.0,1.0,1,1,1,25525
dev_ws_lfs_max_all_lfs-PARTIAL_CORRECT-EN,1.0,86.76687116564418,1.0,1.0,0.0,1.0,1,1,1,14143
dev_ws_lfs_max_all_lfs-INCORRECT-EN,1.0,51.93939393939394,1.0,1.0,0.0,1.0,1,1,1,1714
dev_ws_lfs_max_all_lfs-CORRECT-COMBINED,1.0,59.44556451612903,1.0,1.0,0.0,1.0,1,1,1,29485
dev_ws_lfs_max_all_lfs-PARTIAL_CORRECT-COMBINED,1.0,48.648809523809526,1.0,1.0,0.0,1.0,1,1,1,16346
dev_ws_lfs_max_all_lfs-INCORRECT-COMBINED,1.0,25.48235294117647,1.0,1.0,0.0,1.0,1,1,1,2166
